YEAR,STATAREA,SEC_POOL,LOC_CODE,LENGTH,WIDTH,LAYERS,COVER,POSITION,METHOD,START_DA,START_MO,END_DAY,END_MON,STARTDOY,SUBAREA,LOC_NAME,POOL,keyposit,keywidth,keylayer,loc_lat,loc_long,SPAINDEX,REGION,YRREGION,TONNES,SECTION,POOLCOEFF,SECTCOEFF,BOOTCOEFF,LOWER_CI,UPPER_CI,SPWNCOEFF,Nonassess,TSpawners,SALI,SST,Lighthse
1980,8,851,1569,119,18,1.23,90,52,0,23,3,31,3,83,5,Fairmile Pass,1,55,12,2.03,51.6378,-127.829,1392.20612,CCST,19803,70.68505085,85,9.26,10.67,24.541,18.972,31.423,11.69921109,0,70.68505085,31.6,7.2,McInnes_Is
1980,8,851,1569,160,27,4.5,80,53,0,23,3,31,3,83,5,Fairmile Pass,1,55,12,2.03,51.6378,-127.829,1871.873774,CCST,19803,95.03872383,85,9.26,10.67,24.541,18.972,31.423,11.69921109,0,95.03872383,31.6,7.2,McInnes_Is
1980,8,851,1569,69,9,3.65,70,55,0,23,3,31,3,83,5,Fairmile Pass,1,55,12,2.03,51.6378,-127.829,807.2455651,CCST,19803,40.98544965,85,9.26,10.67,24.541,18.972,31.423,11.69921109,0,40.98544965,31.6,7.2,McInnes_Is
1980,8,851,1569,201,3,2.5,90,55,0,23,3,31,3,83,5,Fairmile Pass,1,55,12,2.03,51.6378,-127.829,2351.541429,CCST,19803,119.3923968,85,9.26,10.67,24.541,18.972,31.423,11.69921109,0,119.3923968,31.6,7.2,McInnes_Is
1980,8,851,1569,41,27,4.5,80,55,0,23,3,31,3,83,5,Fairmile Pass,1,55,12,2.03,51.6378,-127.829,479.6676546,CCST,19803,24.35367298,85,9.26,10.67,24.541,18.972,31.423,11.69921109,0,24.35367298,31.6,7.2,McInnes_Is
1980,8,851,1569,137,3,2.6,30,56,0,23,3,31,3,83,5,Fairmile Pass,1,55,12,2.03,51.6378,-127.829,1602.791919,CCST,19803,81.37690728,85,9.26,10.67,24.541,18.972,31.423,11.69921109,0,81.37690728,31.6,7.2,McInnes_Is
1980,8,851,1569,137,18,3.25,50,67,0,23,3,31,3,83,5,Fairmile Pass,1,55,12,2.03,51.6378,-127.829,1602.791919,CCST,19803,81.37690728,85,9.26,10.67,24.541,18.972,31.423,11.69921109,0,81.37690728,31.6,7.2,McInnes_Is
1980,8,851,1569,297,1,1.5,80,67,0,23,3,31,3,83,5,Fairmile Pass,1,55,12,2.03,51.6378,-127.829,3474.665693,CCST,19803,176.4156311,85,9.26,10.67,24.541,18.972,31.423,11.69921109,0,176.4156311,31.6,7.2,McInnes_Is
1980,8,852,602,366,183,0.75,85,136,0,3,4,6,4,94,5,Kwakshua Chnl,2,152,10,2.96,51.665,-128.035,7354.228898,CCST,19803,373.3887075,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,373.3887075,31.2,7.8,McInnes_Is
1980,8,852,602,114,91,0.65,90,137,0,3,4,6,4,94,5,Kwakshua Chnl,2,152,10,2.96,51.665,-128.035,2290.66146,CCST,19803,116.3014007,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,116.3014007,31.2,7.8,McInnes_Is
1980,8,852,602,69,69,4,35,137,0,3,4,6,4,94,5,Kwakshua Chnl,2,152,10,2.96,51.665,-128.035,1386.452989,CCST,19803,70.39295306,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,70.39295306,31.2,7.8,McInnes_Is
1980,8,852,602,548,7,3.6,80,138,0,3,4,6,4,94,5,Kwakshua Chnl,2,152,10,2.96,51.665,-128.035,11011.24983,CCST,19803,559.0628736,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,559.0628736,31.2,7.8,McInnes_Is
1980,8,852,602,69,69,0.63,75,139,0,3,4,6,4,94,5,Kwakshua Chnl,2,152,10,2.96,51.665,-128.035,1386.452989,CCST,19803,70.39295306,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,70.39295306,31.2,7.8,McInnes_Is
1980,8,852,602,183,5,1,95,139,0,3,4,6,4,94,5,Kwakshua Chnl,2,152,10,2.96,51.665,-128.035,3677.114449,CCST,19803,186.6943538,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,186.6943538,31.2,7.8,McInnes_Is
1980,8,852,602,91,23,3.55,85,139,0,3,4,6,4,94,5,Kwakshua Chnl,2,152,10,2.96,51.665,-128.035,1828.510464,CCST,19803,92.83708302,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,92.83708302,31.2,7.8,McInnes_Is
1980,8,852,602,114,46,3.2,95,140,0,3,4,6,4,94,5,Kwakshua Chnl,2,152,10,2.96,51.665,-128.035,2290.66146,CCST,19803,116.3014007,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,116.3014007,31.2,7.8,McInnes_Is
1980,8,852,602,137,46,3,75,141,0,7,4,7,4,98,5,Kwakshua Chnl,2,152,10,2.96,51.665,-128.035,2752.812456,CCST,19803,139.7657184,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,139.7657184,32,7.6,McInnes_Is
1980,8,852,602,69,27,3.35,100,141,0,7,4,9,4,98,5,Kwakshua Chnl,2,152,10,2.96,51.665,-128.035,1386.452989,CCST,19803,70.39295306,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,70.39295306,32,7.6,McInnes_Is
1980,8,852,602,91,14,6.5,95,141,0,5,4,5,4,96,5,Kwakshua Chnl,2,152,10,2.96,51.665,-128.035,1828.510464,CCST,19803,92.83708302,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,92.83708302,31.8,7.7,McInnes_Is
1980,8,852,602,183,91,3,85,157,0,1,4,5,4,92,5,Kwakshua Chnl,2,152,10,2.96,51.665,-128.035,3677.114449,CCST,19803,186.6943538,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,186.6943538,31.5,7.6,McInnes_Is
1980,8,852,603,366,82,4.78,95,146,0,23,3,5,4,83,5,Pruth Bay,2,149,10,1.73,51.6581,-128.116,7354.228898,CCST,19803,373.3887075,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,373.3887075,31.6,7.2,McInnes_Is
1980,8,852,603,366,160,4,95,150,0,23,3,25,3,83,5,Pruth Bay,2,149,10,1.73,51.6581,-128.116,7354.228898,CCST,19803,373.3887075,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,373.3887075,31.6,7.2,McInnes_Is
1980,8,852,604,914,14,3.05,90,153,0,26,3,2,4,86,5,Keith Anch,2,154.4,14,1.85,51.6493,-128.095,18365.47872,CCST,19803,932.4515811,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,932.4515811,31.8,7.4,McInnes_Is
1980,8,852,604,137,27,2,90,154,0,26,3,1,4,86,5,Keith Anch,2,154.4,14,1.85,51.6493,-128.095,2752.812456,CCST,19803,139.7657184,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,139.7657184,31.8,7.4,McInnes_Is
1980,8,852,604,274,69,3.2,80,154,0,26,3,1,4,86,5,Keith Anch,2,154.4,14,1.85,51.6493,-128.095,5505.624913,CCST,19803,279.5314368,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,279.5314368,31.8,7.4,McInnes_Is
1980,8,852,604,27,18,4.65,80,154,0,1,4,2,4,92,5,Keith Anch,2,154.4,14,1.85,51.6493,-128.095,542.5250827,CCST,19803,27.54506859,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,27.54506859,31.5,7.6,McInnes_Is
1980,8,852,604,183,46,0.78,80,155,0,1,4,2,4,92,5,Keith Anch,2,154.4,14,1.85,51.6493,-128.095,3677.114449,CCST,19803,186.6943538,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,186.6943538,31.5,7.6,McInnes_Is
1980,8,852,604,183,183,2.4,75,155,0,26,3,31,3,86,5,Keith Anch,2,154.4,14,1.85,51.6493,-128.095,3677.114449,CCST,19803,186.6943538,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,186.6943538,31.8,7.4,McInnes_Is
1980,8,852,604,1828,4,3.15,85,156,0,1,4,5,4,92,5,Keith Anch,2,154.4,14,1.85,51.6493,-128.095,36730.95745,CCST,19803,1864.903162,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,1864.903162,31.5,7.6,McInnes_Is
1980,8,852,604,137,5,1.73,80,156,0,26,3,31,3,86,5,Keith Anch,2,154.4,14,1.85,51.6493,-128.095,2752.812456,CCST,19803,139.7657184,85,14.83,10.67,47.02,36.92,57.621,20.09352158,0,139.7657184,31.8,7.4,McInnes_Is
1980,9,932,630,3656,3,0.5,30,90,0,30,3,1,4,90,3,Rivers Inlt Hd,2,94.1,5,1.34,51.6717,-127.277,38101.77351,NON,19800,,93,5.36,5.27,21.12,14.19,30.293,10.42171048,775.371091,775.371091,31.2,7.8,Egg_Is
1980,9,932,630,457,91,0.2,30,94,0,30,3,1,4,90,3,Rivers Inlt Hd,2,94.1,5,1.34,51.6717,-127.277,4762.721689,NON,19800,,93,5.36,5.27,21.12,14.19,30.293,10.42171048,96.92138638,96.92138638,31.2,7.8,Egg_Is
1980,9,932,630,4753,3,1.65,30,95,0,30,3,1,4,90,3,Rivers Inlt Hd,2,94.1,5,1.34,51.6717,-127.277,49534.38991,NON,19800,,93,5.36,5.27,21.12,14.19,30.293,10.42171048,1008.024835,1008.024835,31.2,7.8,Egg_Is
1980,9,932,631,2011,23,0.5,50,104,0,19,3,20,3,79,3,Kilbella Bay,2,104,4,1.34,51.6901,-127.313,20958.05978,NON,19800,,93,5.36,5.27,21.12,14.19,30.293,10.42171048,426.4965164,426.4965164,31.1,7.8,Egg_Is
1980,9,932,631,2011,3,1.35,30,105,0,19,3,20,3,79,3,Kilbella Bay,2,104,4,1.34,51.6901,-127.313,20958.05978,NON,19800,,93,5.36,5.27,21.12,14.19,30.293,10.42171048,426.4965164,426.4965164,31.1,7.8,Egg_Is
1980,9,932,631,2194,3,0.2,50,107,0,19,3,20,3,79,3,Kilbella Bay,2,104,4,1.34,51.6901,-127.313,22865.23279,NON,19800,,93,5.36,5.27,21.12,14.19,30.293,10.42171048,465.3074873,465.3074873,31.1,7.8,Egg_Is
1980,9,932,632,2742,3,0.5,30,84,0,30,3,1,4,90,3,Shotbolt Bay,2,86,4,0.6,51.6611,-127.338,28576.33014,NON,19800,,93,5.36,5.27,21.12,14.19,30.293,10.42171048,581.5283183,581.5283183,31.2,7.8,Egg_Is
1980,10,1021,641,46,2,0.59,50,33,0,31,3,1,4,91,2,Dry Cr,1,34,5,1.34,51.3,-127.567,413.5048945,NON,19800,,102,8.88,8.88,17.284,12.181,23.357,8.989236836,8.414824602,8.414824602,31.2,7.9,Egg_Is
1980,10,1021,641,14,2,0.2,50,34,0,31,3,1,4,91,2,Dry Cr,1,34,5,1.34,51.3,-127.567,125.8493157,NON,19800,,102,8.88,8.88,17.284,12.181,23.357,8.989236836,2.561033575,2.561033575,31.2,7.9,Egg_Is
1980,10,1021,652,1280,3,0.5,60,2,0,30,3,1,4,90,2,Takush Hrbr,1,27.7,5,1.5,51.2833,-127.6,11506.22315,NON,19800,,102,8.88,8.88,17.284,12.181,23.357,8.989236836,234.1516411,234.1516411,31.2,7.8,Egg_Is
1980,10,1021,652,548,5,0.55,70,5,0,30,3,1,4,90,2,Takush Hrbr,1,27.7,5,1.5,51.2833,-127.6,4926.101786,NON,19800,,102,8.88,8.88,17.284,12.181,23.357,8.989236836,100.2461713,100.2461713,31.2,7.8,Egg_Is
1980,10,1021,652,548,2,1,50,8,0,30,3,1,4,90,2,Takush Hrbr,1,27.7,5,1.5,51.2833,-127.6,4926.101786,NON,19800,,102,8.88,8.88,17.284,12.181,23.357,8.989236836,100.2461713,100.2461713,31.2,7.8,Egg_Is
1980,10,1021,652,457,11,2.1,80,13,0,29,3,31,3,89,2,Takush Hrbr,1,27.7,5,1.5,51.2833,-127.6,4108.081234,NON,19800,,102,8.88,8.88,17.284,12.181,23.357,8.989236836,83.59945311,83.59945311,31.2,7.8,Egg_Is
1980,10,1021,652,823,11,1.03,80,14,0,25,3,27,3,85,2,Takush Hrbr,1,27.7,5,1.5,51.2833,-127.6,7398.141916,NON,19800,,102,8.88,8.88,17.284,12.181,23.357,8.989236836,150.552188,150.552188,31.1,7.8,Egg_Is
1980,10,1021,654,91,1,1.5,40,4,0,26,3,28,3,86,2,Fly Basin,1,19,6,1.34,51.2721,-127.604,818.0205521,NON,19800,,102,8.88,8.88,17.284,12.181,23.357,8.989236836,16.64671823,16.64671823,30.8,7.7,Egg_Is
1980,10,1021,654,55,2,0.5,50,17,0,28,3,30,3,88,2,Fly Basin,1,19,6,1.34,51.2721,-127.604,494.408026,NON,19800,,102,8.88,8.88,17.284,12.181,23.357,8.989236836,10.06120333,10.06120333,31.1,7.8,Egg_Is
1980,10,1021,1578,731,5,1.4,70,7.3,0,30,3,1,4,90,2,Takush Nrws +,1,12,5,1.4,51.2833,-127.6,6571.132127,NON,19800,,102,8.88,8.88,17.284,12.181,23.357,8.989236836,133.7225388,133.7225388,31.2,7.8,Egg_Is
1980,10,1021,1578,731,2,1.4,60,13,0,30,3,1,4,90,2,Takush Nrws +,1,12,5,1.4,51.2833,-127.6,6571.132127,NON,19800,,102,8.88,8.88,17.284,12.181,23.357,8.989236836,133.7225388,133.7225388,31.2,7.8,Egg_Is
1980,10,1021,1579,1462,4,1.68,70,12,0,30,3,1,4,90,2,Leroy Bay,1,12,4,1.4,51.2833,-127.6,13142.26425,NON,19800,,102,8.88,8.88,17.284,12.181,23.357,8.989236836,267.4450776,267.4450776,31.2,7.8,Egg_Is
1980,10,1031,1372,1851,5,1.5,90,53,0,5,4,10,4,96,3,Smith Inlt Hd,1,54.6,3,0.94,51.3582,-127.144,9391.66631,NON,19800,,103,4.01,4.01,6.799,4.552,9.449,5.073833771,191.1204094,191.1204094,31.4,8.2,Egg_Is
1980,10,1031,1372,2925,5,2.94,95,55,0,5,4,10,4,96,3,Smith Inlt Hd,1,54.6,3,0.94,51.3582,-127.144,14840.96378,NON,19800,,103,4.01,4.01,6.799,4.552,9.449,5.073833771,302.0136129,302.0136129,31.4,8.2,Egg_Is
1980,10,1031,1372,457,5,0.75,90,55,0,5,4,10,4,96,3,Smith Inlt Hd,1,54.6,3,0.94,51.3582,-127.144,2318.742033,NON,19800,,103,4.01,4.01,6.799,4.552,9.449,5.073833771,47.18640038,47.18640038,31.4,8.2,Egg_Is
1980,10,1031,1372,4424,5,0.92,90,73,0,5,4,10,4,96,3,Smith Inlt Hd,1,54.6,3,0.94,51.3582,-127.144,22446.6406,NON,19800,,103,4.01,4.01,6.799,4.552,9.449,5.073833771,456.7891363,456.7891363,31.4,8.2,Egg_Is
1980,11,1111,2111,91,23,3,75,999,0,5,4,6,4,96,1,Unknown Sec 111,1,999,23,3,51.07,-127.533,408.401054,NON,19800,,111,11.84,5.23,,,,4.48792367,8.310961448,8.310961448,31.2,8.4,Pine_Is
1980,11,1121,659,1828,1,3,98,7,0,2,4,2,4,93,2,Nugent Snd,1,10,2,1.34,51.0899,-127.214,8275.600431,NON,19800,,112,2.95,2.68,5.335,4.275,6.472,4.527133715,168.4084688,168.4084688,31.2,8.3,Pine_Is
1980,11,1122,658,229,1,2,98,46,0,26,4,26,4,117,2,Seymour Inlt,2,47.7,1,0.64,51.1469,-126.714,708.6771563,NON,19800,,112,0.53,2.68,1.499,0.848,2.272,3.094660071,14.42158013,14.42158013,31,8.5,Pine_Is
1980,11,1122,658,1371,1,3,98,50,0,3,4,4,4,94,2,Seymour Inlt,2,47.7,1,0.64,51.1469,-126.714,4242.778957,NON,19800,,112,0.53,2.68,1.499,0.848,2.272,3.094660071,86.34055178,86.34055178,31.4,8.3,Pine_Is
1980,12,1210,1613,320,3,2.5,100,30,0,20,4,20,4,111,1,Jula Is,0,30,3,2.5,50.9,-127.283,1994.187872,NON,19800,,121,5.76,9.9,,,,6.2318371,40.5817232,40.5817232,31.5,9,Pine_Is
1980,12,1211,666,91,23,3,75,0.1,0,5,4,6,4,96,1,Shelter Bay,1,0.1,18,2.3,50.9625,-127.425,567.0971761,NON,19800,,121,9.9,9.9,,,,6.2318371,11.54042753,11.54042753,31.2,8.4,Pine_Is
1980,12,1222,683,116,30,0.5,85,46,0,17,4,17,4,108,2,Deer Is,2,47.5,9,1.34,50.7151,-127.396,2158.48712,NON,19800,,122,19.35,19.06,43.041,30.956,58.186,18.60764759,43.9252129,43.9252129,31.6,8.5,Pine_Is
1980,12,1222,687,274,23,3.2,100,33,0,2,4,3,4,93,2,Keogh Shoals,2,34,18,2.8,50.6733,-127.339,5098.495439,NON,19800,,122,19.35,19.06,43.041,30.956,58.186,18.60764759,103.7543822,103.7543822,31.2,8.3,Pine_Is
1980,12,1222,687,1371,46,2.8,100,34,0,2,4,3,4,93,2,Keogh Shoals,2,34,18,2.8,50.6733,-127.339,25511.08484,NON,19800,,122,19.35,19.06,43.041,30.956,58.186,18.60764759,519.1505766,519.1505766,31.2,8.3,Pine_Is
1980,12,1231,706,617,9,2.5,100,81,0,3,4,3,4,94,3,Beware Pass,1,67,5,2.96,50.5893,-126.527,13257.11605,NON,19800,,123,14.9,14.8,50.75,28.488,79.215,21.48641175,269.7823116,269.7823116,31.4,8.3,Pine_Is
1980,12,1233,689,91,27,2,100,100,0,21,4,21,4,112,3,Clio Chnl,3,100,7,2,50.5896,-126.535,2501.864567,NON,19800,,123,14.8,14.8,66.835,39.402,101.175,27.49301722,50.91294393,50.91294393,31.8,9.1,Pine_Is
1980,12,1233,689,548,23,2,100,101,0,21,4,21,4,112,3,Clio Chnl,3,100,7,2,50.5896,-126.535,15066.17343,NON,19800,,123,14.8,14.8,66.835,39.402,101.175,27.49301722,306.5966294,306.5966294,31.8,9.1,Pine_Is
1980,12,1233,689,548,5,2,100,101,0,21,4,21,4,112,3,Clio Chnl,3,100,7,2,50.5896,-126.535,15066.17343,NON,19800,,123,14.8,14.8,66.835,39.402,101.175,27.49301722,306.5966294,306.5966294,31.8,9.1,Pine_Is
1980,12,1233,717,5484,14,2.5,100,103,0,21,4,21,4,112,3,Bend Is,3,103.2,5,2.5,50.5772,-126.428,150771.7064,NON,19800,,123,14.8,14.8,66.835,39.402,101.175,27.49301722,3068.204225,3068.204225,31.8,9.1,Pine_Is
1980,12,1233,717,1508,14,2,100,103,0,21,4,21,4,112,3,Bend Is,3,103.2,5,2.5,50.5772,-126.428,41459.46996,NON,19800,,123,14.8,14.8,66.835,39.402,101.175,27.49301722,843.7002137,843.7002137,31.8,9.1,Pine_Is
1980,12,1251,747,20,2,0.8,100,3,0,31,3,31,3,91,5,Joe Cv,1,3,6,2.96,50.7447,-126.668,427.345758,NON,19800,,125,17.76,13.7,50.431,30.726,76.544,21.3672879,8.696486175,8.696486175,31.4,8,Pine_Is
1980,12,1253,727,2285,2,3,100,129,0,25,4,25,4,116,5,Viner Snd,3,133,6,5.3,50.7835,-126.418,57867.37009,NON,19800,,125,14.8,13.7,61.029,25.802,107.233,25.32488844,1177.600981,1177.600981,31.1,8.6,Pine_Is
1980,12,1253,727,366,5,1.5,80,131,0,14,4,14,4,105,5,Viner Snd,3,133,6,5.3,50.7835,-126.418,9268.909169,NON,19800,,125,14.8,13.7,61.029,25.802,107.233,25.32488844,188.6223016,188.6223016,31.2,8.8,Pine_Is
1980,12,1261,720,640,5,1.6,100,156,0,16,4,16,4,107,6,Obrien Bay,1,157,6,2.96,50.8667,-126.533,3367.945866,NON,19800,,126,4.21,4.21,7.304,6.447,8.225,5.262415416,68.53769838,68.53769838,31.4,8.2,Pine_Is
1980,12,1261,722,640,5,1.6,100,158,0,16,4,16,4,107,6,Simoom Snd,1,156,5,1.62,50.8514,-126.536,3367.945866,NON,19800,,126,4.21,4.21,7.304,6.447,8.225,5.262415416,68.53769838,68.53769838,31.4,8.2,Pine_Is
1980,12,1261,756,2285,5,2.6,100,64.5,0,6,4,6,4,97,6,Kingcome Inlt,1,104.2,3,1.34,50.9253,-126.337,12024.61923,NON,19800,,126,4.21,4.21,7.304,6.447,8.225,5.262415416,244.7010012,244.7010012,31.1,7.9,Pine_Is
1980,12,1261,756,91,4,0.85,100,101,0,28,3,28,3,88,6,Kingcome Inlt,1,104.2,3,1.34,50.9253,-126.337,478.8798029,NON,19800,,126,4.21,4.21,7.304,6.447,8.225,5.262415416,9.745203988,9.745203988,30.8,8,Pine_Is
1980,12,1261,757,5484,2,1.6,100,66,0,20,3,20,3,80,6,Wakeman Snd,1,79.3,3,1.45,50.9872,-126.521,28859.08614,NON,19800,,126,4.21,4.21,7.304,6.447,8.225,5.262415416,587.282403,587.282403,30.8,8.2,Pine_Is
1980,12,1261,757,4570,2,0.85,70,72,0,6,4,6,4,97,6,Wakeman Snd,1,79.3,3,1.45,50.9872,-126.521,24049.23845,NON,19800,,126,4.21,4.21,7.304,6.447,8.225,5.262415416,489.4020025,489.4020025,31.1,7.9,Pine_Is
1980,12,1261,757,914,20,1.3,100,79.3,0,20,3,20,3,80,6,Wakeman Snd,1,79.3,3,1.45,50.9872,-126.521,4809.84769,NON,19800,,126,4.21,4.21,7.304,6.447,8.225,5.262415416,97.8804005,97.8804005,30.8,8.2,Pine_Is
1980,12,1261,758,731,2,1,100,143,0,30,4,30,4,121,6,Shawl Bay,1,143,2,1.34,50.8667,-126.567,3846.825669,NON,19800,,126,4.21,4.21,7.304,6.447,8.225,5.262415416,78.28290237,78.28290237,31.5,9,Pine_Is
1980,12,1261,759,1188,9,5.1,100,149,0,26,3,26,3,86,6,Gregory Is,1,148.6,3,2.88,50.8685,-126.579,6251.749514,NON,19800,,126,4.21,4.21,7.304,6.447,8.225,5.262415416,127.2231026,127.2231026,30.6,7.8,Pine_Is
1980,12,1261,759,183,5,5.1,100,149,0,26,3,26,3,86,6,Gregory Is,1,148.6,3,2.88,50.8685,-126.579,963.0220211,NON,19800,,126,4.21,4.21,7.304,6.447,8.225,5.262415416,19.59749813,19.59749813,30.6,7.8,Pine_Is
1980,12,1261,1557,251,4,1.46,100,140,0,25,3,25,3,85,6,Moore Bay,1,139.7,5,2,50.898,-126.532,1320.866269,NON,19800,,126,4.21,4.21,7.304,6.447,8.225,5.262415416,26.87962858,26.87962858,30.4,7.9,Pine_Is
1980,12,1271,749,2376,2,0.3,40,20,0,20,3,20,3,80,7,Knight Inlt,1,28,3,1.5,51.0875,-125.6,14180.43423,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,288.5718366,288.5718366,30.8,8.2,Pine_Is
1980,12,1271,749,2376,2,0.8,70,20,0,17,3,17,3,77,7,Knight Inlt,1,28,3,1.5,51.0875,-125.6,14180.43423,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,288.5718366,288.5718366,30.8,8,Pine_Is
1980,12,1271,749,731,9,0.46,70,25,0,20,3,20,3,80,7,Knight Inlt,1,28,3,1.5,51.0875,-125.6,4362.751441,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,88.78199183,88.78199183,30.8,8.2,Pine_Is
1980,12,1271,749,3473,9,0.65,50,26,0,20,3,20,3,80,7,Knight Inlt,1,28,3,1.5,51.0875,-125.6,20727.54549,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,421.8055508,421.8055508,30.8,8.2,Pine_Is
1980,12,1271,749,3656,9,0.48,60,26.2,0,17,3,17,3,77,7,Knight Inlt,1,28,3,1.5,51.0875,-125.6,21819.7254,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,444.0314119,444.0314119,30.8,8,Pine_Is
1980,12,1271,749,3473,3,0.45,60,28,0,20,3,20,3,80,7,Knight Inlt,1,28,3,1.5,51.0875,-125.6,20727.54549,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,421.8055508,421.8055508,30.8,8.2,Pine_Is
1980,12,1271,749,2194,2,1.8,100,40,0,20,3,20,3,80,7,Knight Inlt,1,28,3,1.5,51.0875,-125.6,13094.22252,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,266.4674283,266.4674283,30.8,8.2,Pine_Is
1980,12,1271,749,3747,1,1.38,100,45,0,20,3,20,3,80,7,Knight Inlt,1,28,3,1.5,51.0875,-125.6,22362.83126,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,455.0836161,455.0836161,30.8,8.2,Pine_Is
1980,12,1271,749,1645,5,0.44,50,28,0,17,3,17,3,77,7,Knight Inlt,1,28,3,1.5,51.0875,-125.6,9817.682792,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,199.7898448,199.7898448,30.8,8,Pine_Is
1980,12,1271,1388,457,3,0.28,40,24,0,13,3,13,3,73,7,Wahshihlas Bay,1,25.9,3,1.95,51.0232,-125.611,2727.465675,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,55.50392649,55.50392649,31.1,7.8,Pine_Is
1980,12,1271,1388,457,2,0.26,25,24,0,15,3,15,3,75,7,Wahshihlas Bay,1,25.9,3,1.95,51.0232,-125.611,2727.465675,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,55.50392649,55.50392649,30.7,7.7,Pine_Is
1980,12,1271,1388,548,4,1,100,26,0,17,3,17,3,77,7,Wahshihlas Bay,1,25.9,3,1.95,51.0232,-125.611,3270.571532,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,66.55613067,66.55613067,30.8,8,Pine_Is
1980,12,1271,1609,2925,5,0.48,60,66.8,0,20,3,20,3,80,7,Glacier Bay +,1,69.2,3,1,50.8945,-125.541,17456.97396,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,355.2494201,355.2494201,30.8,8.2,Pine_Is
1980,12,1271,1610,1097,5,1.8,100,44,0,20,3,20,3,80,7,Rubble Pt,1,45.7,2,1.95,51.0167,-125.583,6547.11126,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,133.2337141,133.2337141,30.8,8.2,Pine_Is
1980,12,1271,1611,5484,3,0.85,70,15,0,20,3,20,3,80,7,Axe Pt,1,13.7,2,1,50.9346,-125.553,32729.5881,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,666.0471179,666.0471179,30.8,8.2,Pine_Is
1980,12,1271,1612,183,1,0.29,40,38,0,20,3,20,3,80,7,Franklin Flats +,1,40.5,3,0.9,50.9852,-125.531,1092.179909,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,22.22586116,22.22586116,30.8,8.2,Pine_Is
1980,12,1271,1612,457,46,0.3,50,38,0,20,3,20,3,80,7,Franklin Flats +,1,40.5,3,0.9,50.9852,-125.531,2727.465675,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,55.50392649,55.50392649,30.8,8.2,Pine_Is
1980,12,1271,1612,457,3,0.9,60,40,0,20,3,20,3,80,7,Franklin Flats +,1,40.5,3,0.9,50.9852,-125.531,2727.465675,NON,19800,,127,3.2,2.99,9.194,6.123,13.05,5.968196226,55.50392649,55.50392649,30.8,8.2,Pine_Is
1980,13,1322,764,1371,7,3.75,100,117,0,18,4,18,4,109,2,Bells Bay,2,119,9,3.3,50.25,-125.333,33237.2416,SOG,19805,777.0070333,132,21.25,16.83,58.132,36.971,87.394,24.24306463,0,777.0070333,29.4,9.4,Cape_Mudge
1980,13,1322,764,183,137,3.2,100,118,0,19,4,20,4,110,2,Bells Bay,2,119,9,3.3,50.25,-125.333,4436.480827,SOG,19805,103.7142867,132,21.25,16.83,58.132,36.971,87.394,24.24306463,0,103.7142867,29.4,9.3,Cape_Mudge
