REGION,SITE,SITE TYPE,LATITUDE,LONGITUDE,SURVEY YEAR,COUNT NON-PUP,COUNT NON-PUP INTERPOLATED/EXTRAPOLATED,COUNT PUP,COUNT PUP INTERPOLATED/EXTRAPOLATED,COUNT PUP PRE-ROOKERY,COUNT PUP PRE-ROOKERY INTERPOLATED/EXTRAPOLATED
Haida Gwaii,Joyce Rocks,Y,52.33695,-131.1316333,1977,ns,,,,,
Haida Gwaii,Joyce Rocks,Y,52.33695,-131.1316333,1982,ns,,,,,
Haida Gwaii,Joyce Rocks,Y,52.33695,-131.1316333,1987,ns,,,,,
Haida Gwaii,Joyce Rocks,Y,52.33695,-131.1316333,1992,ns,,,,,
Haida Gwaii,Joyce Rocks,Y,52.33695,-131.1316333,1994,ns,,,,,
Haida Gwaii,Joyce Rocks,Y,52.33695,-131.1316333,1998,ns,,,,,
Haida Gwaii,Joyce Rocks,Y,52.33695,-131.1316333,2002,ns,,,,,
Haida Gwaii,Joyce Rocks,Y,52.33695,-131.1316333,2006,ns,,,,,
Haida Gwaii,Joyce Rocks,Y,52.33695,-131.1316333,2008,53,,,,,
Haida Gwaii,Joyce Rocks,Y,52.33695,-131.1316333,2010,,84,,,,
Haida Gwaii,Joyce Rocks,Y,52.33695,-131.1316333,2013,165,,,,,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,1971,0,,0,,,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,1972,0,,0,,,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,1977,0,,0,,,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,1982,0,,0,,,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,1987,0,,0,,,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,1992,0,,0,,,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,1994,0,,0,,,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,1998,0,,0,,,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,2002,329,,,,2,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,2006,261,,,,12,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,2008,305,,104,,,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,2010,565,,217,,,
Haida Gwaii,Garcin Rocks,Y/R,52.21323333,-130.9606,2013,594,,315,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,1971,,3,,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,1972,,3,,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,1977,4,,,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,1982,1,,,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,1987,210,,,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,1992,3,,,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,1994,226,,,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,1998,225,,,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,2002,519,,,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,2006,786,,,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,2008,541,,,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,2010,479,,,,,
Queen Charlotte Strait,Ashby Point,W/Y,50.94216667,-127.9206667,2013,632,,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,1971,0,,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,1972,,0,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,1977,0,,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,1982,0,,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,1987,0,,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,1992,,0,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,1994,,0,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,1998,,0,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,2002,47,,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,2006,2,,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,2008,0,,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,2010,461,,,,,
Queen Charlotte Strait,Bright Island,W/Y,50.94116667,-127.6573333,2013,806,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,1971,0,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,1972,0,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,1977,0,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,1982,0,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,1987,0,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,1992,0,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,1994,0,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,1998,0,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,2002,1,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,2006,2,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,2008,151,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,2010,140,,,,,
Queen Charlotte Strait,Millar Group,W/Y,50.90966667,-127.441667,2013,208,,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,1971,0,,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,1972,0,,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,1977,0,,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,1982,0,,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,1987,0,,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,1992,0,,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,1994,0,,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,1998,0,,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,2002,,0,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,2006,,0,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,2008,,0,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,2010,,32,,,,
Queen Charlotte Strait,Eden Island,W/Y,50.74633333,-126.722,2013,45,,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,1971,0,,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,1972,,0,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,1977,181,,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,1982,170,,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,1987,146,,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,1992,103,,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,1994,150,,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,1998,255,,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,2002,237,,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,2006,247,,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,2008,162,,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,2010,514,,,,,
West Coast Vancouver Island,Carmanah Point,W/Y,48.61533333,-124.7613333,2013,1209,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,1971,0,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,1972,0,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,1977,0,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,1982,0,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,1987,0,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,1992,0,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,1994,0,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,1998,1,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,2002,0,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,2006,44,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,2008,53,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,2010,166,,,,,
West Coast Vancouver Island,Pachena Point,W/Y,48.723333,-125.105,2013,157,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,1971,0,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,1972,0,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,1977,0,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,1982,0,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,1987,0,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,1992,0,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,1994,0,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,1998,0,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,2002,31,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,2006,4,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,2008,48,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,2010,89,,,,,
West Coast Vancouver Island,Wouwer Island,W/Y,48.86283333,-125.3583,2013,104,,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,1971,0,,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,1972,,0,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,1977,0,,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,1982,3,,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,1987,0,,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,1992,0,,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,1994,41,,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,1998,87,,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,2002,296,,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,2006,264,,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,2008,376,,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,2010,514,,,,,
West Coast Vancouver Island,Mara Rock,W/Y,48.875,-125.4788333,2013,332,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,1971,0,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,1972,0,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,1977,0,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,1982,0,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,1987,0,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,1992,0,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,1994,0,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,1998,0,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,2002,0,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,2006,0,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,2008,0,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,2010,25,,,,,
West Coast Vancouver Island,Starlight Reef,W/Y,48.8816,-125.485,2013,155,,,,,
British Columbia,Miscellaneous,Y/W,,,1971,1,,0,,,
British Columbia,Miscellaneous,Y/W,,,1972,0,,0,,,
British Columbia,Miscellaneous,Y/W,,,1977,2,,0,,,
British Columbia,Miscellaneous,Y/W,,,1982,1,,2,,,
British Columbia,Miscellaneous,Y/W,,,1987,2,,0,,,
British Columbia,Miscellaneous,Y/W,,,1992,4,,0,,,
British Columbia,Miscellaneous,Y/W,,,1994,5,,1,,,
British Columbia,Miscellaneous,Y/W,,,1998,3,,4,,,
British Columbia,Miscellaneous,Y/W,,,2002,3,,4,,,
British Columbia,Miscellaneous,Y/W,,,2006,28,,19,,,
British Columbia,Miscellaneous,Y/W,,,2008,49,,34,,,
British Columbia,Miscellaneous,Y/W,,,2010,208,,15,,,
British Columbia,Miscellaneous,Y/W,,,2013,27,,55,,,
