"era","x","U","drift","is_minimum"
"pre_closure_<=2005",17114.0831999518,-0.708128976666738,821.794741119021,FALSE
"pre_closure_<=2005",20276.6598281391,-3.19267618082846,522.7623952971,FALSE
"pre_closure_<=2005",23439.2364563264,-4.39125613921139,-50.4367722506946,TRUE
"pre_closure_<=2005",32926.9663408882,-4.38950863475878,-625.781535011043,FALSE
"pre_closure_<=2005",36089.5429690755,-4.53689654074294,1038.83477650758,FALSE
"pre_closure_<=2005",45577.2728536373,-4.70837028920687,2739.57061552161,FALSE
"pre_closure_<=2005",51902.4261100119,-4.86349771978024,-442.260887404715,FALSE
"pre_closure_<=2005",64552.732622761,-4.90104342953095,4430.16454361826,FALSE
"post_closure_>2005",NA,NA,NA,NA
