time,zlev,latitude,longitude,sst,anom
2016-01-01T12:00:00Z,0.0,52.125,-131.375,9.24,1.33
2016-01-01T12:00:00Z,0.0,52.125,-131.125,9.3,1.4
2016-01-01T12:00:00Z,0.0,52.125,-130.875,9.38,1.49
2016-01-01T12:00:00Z,0.0,52.125,-130.625,9.49,1.62
2016-01-01T12:00:00Z,0.0,52.125,-130.375,9.59,1.71
2016-01-01T12:00:00Z,0.0,52.125,-130.125,9.64,1.76
2016-01-01T12:00:00Z,0.0,52.125,-129.875,9.6,1.71
2016-01-01T12:00:00Z,0.0,52.125,-129.625,9.5,1.6
2016-01-01T12:00:00Z,0.0,52.125,-129.375,9.42,1.51
2016-01-01T12:00:00Z,0.0,52.125,-129.125,9.37,1.43
2016-01-01T12:00:00Z,0.0,52.375,-132.875,8.99,1.01
2016-01-01T12:00:00Z,0.0,52.375,-132.625,9.01,1.03
2016-01-01T12:00:00Z,0.0,52.375,-132.375,9.04,1.09
2016-01-01T12:00:00Z,0.0,52.375,-132.125,9.05,1.14
2016-01-01T12:00:00Z,0.0,52.375,-131.875,9.07,1.2
2016-01-01T12:00:00Z,0.0,52.375,-131.625,9.08,1.24
2016-01-01T12:00:00Z,0.0,52.375,-131.375,9.12,1.31
2016-01-01T12:00:00Z,0.0,52.375,-131.125,9.14,1.34
2016-01-01T12:00:00Z,0.0,52.375,-130.875,9.2,1.42
2016-01-01T12:00:00Z,0.0,52.375,-130.625,9.34,1.58
2016-01-01T12:00:00Z,0.0,52.375,-130.375,9.48,1.72
2016-01-01T12:00:00Z,0.0,52.375,-130.125,9.51,1.73
2016-01-01T12:00:00Z,0.0,52.375,-129.875,9.4,1.62
2016-01-01T12:00:00Z,0.0,52.375,-129.625,9.31,1.52
2016-01-01T12:00:00Z,0.0,52.375,-129.375,9.25,1.43
2016-01-01T12:00:00Z,0.0,52.375,-129.125,9.21,1.35
2016-01-01T12:00:00Z,0.0,52.625,-132.875,8.94,1.03
2016-01-01T12:00:00Z,0.0,52.625,-132.625,8.99,1.08
2016-01-01T12:00:00Z,0.0,52.625,-132.375,9.03,1.15
2016-01-01T12:00:00Z,0.0,52.625,-132.125,9.06,1.23
2016-01-01T12:00:00Z,0.0,52.625,-131.875,9.11,1.32
2016-01-01T12:00:00Z,0.0,52.625,-131.625,NaN,NaN
2016-01-01T12:00:00Z,0.0,52.625,-131.375,9.01,1.3
2016-01-01T12:00:00Z,0.0,52.625,-131.125,9.06,1.37
2016-01-01T12:00:00Z,0.0,52.625,-130.875,9.14,1.47
2016-01-01T12:00:00Z,0.0,52.625,-130.625,9.24,1.58
2016-01-01T12:00:00Z,0.0,52.625,-130.375,9.31,1.66
2016-01-01T12:00:00Z,0.0,52.625,-130.125,9.3,1.64
2016-01-01T12:00:00Z,0.0,52.625,-129.875,9.18,1.5
2016-01-01T12:00:00Z,0.0,52.625,-129.625,9.08,1.39
2016-01-01T12:00:00Z,0.0,52.625,-129.375,8.98,1.26
2016-01-01T12:00:00Z,0.0,52.625,-129.125,9.0,1.25
2016-01-01T12:00:00Z,0.0,52.875,-132.875,8.86,1.01
2016-01-01T12:00:00Z,0.0,52.875,-132.625,8.93,1.09
2016-01-01T12:00:00Z,0.0,52.875,-132.375,9.01,1.21
2016-01-01T12:00:00Z,0.0,52.875,-132.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,52.875,-131.875,NaN,NaN
2016-01-01T12:00:00Z,0.0,52.875,-131.625,NaN,NaN
2016-01-01T12:00:00Z,0.0,52.875,-131.375,8.87,1.27
2016-01-01T12:00:00Z,0.0,52.875,-131.125,8.94,1.35
2016-01-01T12:00:00Z,0.0,52.875,-130.875,9.01,1.44
2016-01-01T12:00:00Z,0.0,52.875,-130.625,9.09,1.55
2016-01-01T12:00:00Z,0.0,52.875,-130.375,9.12,1.58
2016-01-01T12:00:00Z,0.0,52.875,-130.125,9.07,1.51
2016-01-01T12:00:00Z,0.0,52.875,-129.875,8.92,1.35
2016-01-01T12:00:00Z,0.0,52.875,-129.625,8.77,1.18
2016-01-01T12:00:00Z,0.0,52.875,-129.375,8.66,1.05
2016-01-01T12:00:00Z,0.0,52.875,-129.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.125,-132.875,8.86,1.08
2016-01-01T12:00:00Z,0.0,53.125,-132.625,8.85,1.08
2016-01-01T12:00:00Z,0.0,53.125,-132.375,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.125,-132.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.125,-131.875,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.125,-131.625,8.48,0.94
2016-01-01T12:00:00Z,0.0,53.125,-131.375,8.68,1.18
2016-01-01T12:00:00Z,0.0,53.125,-131.125,8.77,1.29
2016-01-01T12:00:00Z,0.0,53.125,-130.875,8.81,1.35
2016-01-01T12:00:00Z,0.0,53.125,-130.625,8.88,1.45
2016-01-01T12:00:00Z,0.0,53.125,-130.375,8.9,1.47
2016-01-01T12:00:00Z,0.0,53.125,-130.125,8.85,1.4
2016-01-01T12:00:00Z,0.0,53.125,-129.875,8.7,1.23
2016-01-01T12:00:00Z,0.0,53.125,-129.625,8.53,1.04
2016-01-01T12:00:00Z,0.0,53.125,-129.375,8.45,0.94
2016-01-01T12:00:00Z,0.0,53.125,-129.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.375,-132.875,8.84,1.13
2016-01-01T12:00:00Z,0.0,53.375,-132.625,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.375,-132.375,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.375,-132.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.375,-131.875,8.2,0.69
2016-01-01T12:00:00Z,0.0,53.375,-131.625,8.33,0.89
2016-01-01T12:00:00Z,0.0,53.375,-131.375,8.46,1.07
2016-01-01T12:00:00Z,0.0,53.375,-131.125,8.57,1.2
2016-01-01T12:00:00Z,0.0,53.375,-130.875,8.6,1.25
2016-01-01T12:00:00Z,0.0,53.375,-130.625,8.65,1.33
2016-01-01T12:00:00Z,0.0,53.375,-130.375,8.68,1.36
2016-01-01T12:00:00Z,0.0,53.375,-130.125,8.71,1.36
2016-01-01T12:00:00Z,0.0,53.375,-129.875,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.375,-129.625,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.375,-129.375,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.375,-129.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.625,-132.875,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.625,-132.625,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.625,-132.375,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.625,-132.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.625,-131.875,8.15,0.72
2016-01-01T12:00:00Z,0.0,53.625,-131.625,8.23,0.88
2016-01-01T12:00:00Z,0.0,53.625,-131.375,8.33,1.03
2016-01-01T12:00:00Z,0.0,53.625,-131.125,8.41,1.13
2016-01-01T12:00:00Z,0.0,53.625,-130.875,8.44,1.19
2016-01-01T12:00:00Z,0.0,53.625,-130.625,8.45,1.23
2016-01-01T12:00:00Z,0.0,53.625,-130.375,8.46,1.23
2016-01-01T12:00:00Z,0.0,53.625,-130.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.625,-129.875,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.625,-129.625,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.625,-129.375,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.625,-129.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.875,-132.875,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.875,-132.625,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.875,-132.375,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.875,-132.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.875,-131.875,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.875,-131.625,8.11,0.84
2016-01-01T12:00:00Z,0.0,53.875,-131.375,8.19,0.98
2016-01-01T12:00:00Z,0.0,53.875,-131.125,8.3,1.11
2016-01-01T12:00:00Z,0.0,53.875,-130.875,8.36,1.2
2016-01-01T12:00:00Z,0.0,53.875,-130.625,8.36,1.22
2016-01-01T12:00:00Z,0.0,53.875,-130.375,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.875,-130.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.875,-129.875,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.875,-129.625,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.875,-129.375,NaN,NaN
2016-01-01T12:00:00Z,0.0,53.875,-129.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,54.125,-132.875,8.1,0.58
2016-01-01T12:00:00Z,0.0,54.125,-132.625,7.79,0.29
2016-01-01T12:00:00Z,0.0,54.125,-132.375,7.74,0.29
2016-01-01T12:00:00Z,0.0,54.125,-132.125,7.79,0.43
2016-01-01T12:00:00Z,0.0,54.125,-131.875,7.88,0.61
2016-01-01T12:00:00Z,0.0,54.125,-131.625,8.0,0.81
2016-01-01T12:00:00Z,0.0,54.125,-131.375,8.09,0.96
2016-01-01T12:00:00Z,0.0,54.125,-131.125,8.2,1.09
2016-01-01T12:00:00Z,0.0,54.125,-130.875,8.27,1.19
2016-01-01T12:00:00Z,0.0,54.125,-130.625,8.28,1.22
2016-01-01T12:00:00Z,0.0,54.125,-130.375,8.27,1.22
2016-01-01T12:00:00Z,0.0,54.125,-130.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,54.125,-129.875,NaN,NaN
2016-01-01T12:00:00Z,0.0,54.125,-129.625,NaN,NaN
2016-01-01T12:00:00Z,0.0,54.125,-129.375,NaN,NaN
2016-01-01T12:00:00Z,0.0,54.125,-129.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,54.375,-132.875,8.03,0.57
2016-01-01T12:00:00Z,0.0,54.375,-132.625,7.76,0.32
2016-01-01T12:00:00Z,0.0,54.375,-132.375,7.73,0.35
2016-01-01T12:00:00Z,0.0,54.375,-132.125,7.78,0.49
2016-01-01T12:00:00Z,0.0,54.375,-131.875,7.85,0.66
2016-01-01T12:00:00Z,0.0,54.375,-131.625,7.92,0.82
2016-01-01T12:00:00Z,0.0,54.375,-131.375,7.95,0.91
2016-01-01T12:00:00Z,0.0,54.375,-131.125,8.01,0.99
2016-01-01T12:00:00Z,0.0,54.375,-130.875,8.06,1.07
2016-01-01T12:00:00Z,0.0,54.375,-130.625,8.06,1.09
2016-01-01T12:00:00Z,0.0,54.375,-130.375,NaN,NaN
2016-01-01T12:00:00Z,0.0,54.375,-130.125,NaN,NaN
2016-01-01T12:00:00Z,0.0,54.375,-129.875,NaN,NaN
2016-01-01T12:00:00Z,0.0,54.375,-129.625,NaN,NaN
2016-01-01T12:00:00Z,0.0,54.375,-129.375,NaN,NaN
2016-01-01T12:00:00Z,0.0,54.375,-129.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,51.625,-132.875,8.81,0.66
2016-01-02T12:00:00Z,0.0,51.625,-132.625,8.81,0.66
2016-01-02T12:00:00Z,0.0,51.625,-132.375,8.86,0.71
2016-01-02T12:00:00Z,0.0,51.625,-132.125,8.87,0.73
2016-01-02T12:00:00Z,0.0,51.625,-131.875,8.97,0.85
2016-01-02T12:00:00Z,0.0,51.625,-131.625,9.07,0.97
2016-01-02T12:00:00Z,0.0,51.625,-131.375,9.24,1.14
2016-01-02T12:00:00Z,0.0,51.625,-131.125,9.39,1.3
2016-01-02T12:00:00Z,0.0,51.625,-130.875,9.55,1.46
2016-01-02T12:00:00Z,0.0,51.625,-130.625,9.66,1.58
2016-01-02T12:00:00Z,0.0,51.625,-130.375,9.77,1.69
2016-01-02T12:00:00Z,0.0,51.625,-130.125,9.85,1.77
2016-01-02T12:00:00Z,0.0,51.625,-129.875,9.85,1.76
2016-01-02T12:00:00Z,0.0,51.625,-129.625,9.81,1.71
2016-01-02T12:00:00Z,0.0,51.625,-129.375,9.7,1.6
2016-01-02T12:00:00Z,0.0,51.625,-129.125,9.59,1.49
2016-01-02T12:00:00Z,0.0,51.875,-132.875,8.88,0.8
2016-01-02T12:00:00Z,0.0,51.875,-132.625,8.9,0.81
2016-01-02T12:00:00Z,0.0,51.875,-132.375,8.93,0.86
2016-01-02T12:00:00Z,0.0,51.875,-132.125,8.93,0.88
2016-01-02T12:00:00Z,0.0,51.875,-131.875,9.01,0.97
2016-01-02T12:00:00Z,0.0,51.875,-131.625,9.14,1.12
2016-01-02T12:00:00Z,0.0,51.875,-131.375,9.25,1.25
2016-01-02T12:00:00Z,0.0,51.875,-131.125,9.38,1.39
2016-01-02T12:00:00Z,0.0,51.875,-130.875,9.53,1.55
2016-01-02T12:00:00Z,0.0,51.875,-130.625,9.66,1.7
2016-01-02T12:00:00Z,0.0,51.875,-130.375,9.75,1.78
2016-01-02T12:00:00Z,0.0,51.875,-130.125,9.79,1.81
2016-01-02T12:00:00Z,0.0,51.875,-129.875,9.75,1.77
2016-01-02T12:00:00Z,0.0,51.875,-129.625,9.69,1.7
2016-01-02T12:00:00Z,0.0,51.875,-129.375,9.62,1.62
2016-01-02T12:00:00Z,0.0,51.875,-129.125,9.54,1.52
2016-01-02T12:00:00Z,0.0,52.125,-132.875,8.98,0.96
2016-01-02T12:00:00Z,0.0,52.125,-132.625,8.99,0.97
2016-01-02T12:00:00Z,0.0,52.125,-132.375,9.0,1.0
2016-01-02T12:00:00Z,0.0,52.125,-132.125,8.97,1.0
2016-01-02T12:00:00Z,0.0,52.125,-131.875,9.02,1.07
2016-01-02T12:00:00Z,0.0,52.125,-131.625,9.07,1.15
2016-01-02T12:00:00Z,0.0,52.125,-131.375,9.16,1.27
2016-01-02T12:00:00Z,0.0,52.125,-131.125,9.28,1.4
2016-01-02T12:00:00Z,0.0,52.125,-130.875,9.42,1.55
2016-01-02T12:00:00Z,0.0,52.125,-130.625,9.59,1.73
2016-01-02T12:00:00Z,0.0,52.125,-130.375,9.69,1.83
2016-01-02T12:00:00Z,0.0,52.125,-130.125,9.7,1.83
2016-01-02T12:00:00Z,0.0,52.125,-129.875,9.62,1.75
2016-01-02T12:00:00Z,0.0,52.125,-129.625,9.52,1.63
2016-01-02T12:00:00Z,0.0,52.125,-129.375,9.46,1.56
2016-01-02T12:00:00Z,0.0,52.125,-129.125,9.44,1.51
2016-01-02T12:00:00Z,0.0,52.375,-132.875,8.98,1.02
2016-01-02T12:00:00Z,0.0,52.375,-132.625,8.98,1.02
2016-01-02T12:00:00Z,0.0,52.375,-132.375,8.99,1.06
2016-01-02T12:00:00Z,0.0,52.375,-132.125,8.96,1.07
2016-01-02T12:00:00Z,0.0,52.375,-131.875,8.99,1.13
2016-01-02T12:00:00Z,0.0,52.375,-131.625,9.01,1.19
2016-01-02T12:00:00Z,0.0,52.375,-131.375,9.07,1.28
2016-01-02T12:00:00Z,0.0,52.375,-131.125,9.16,1.38
2016-01-02T12:00:00Z,0.0,52.375,-130.875,9.28,1.52
2016-01-02T12:00:00Z,0.0,52.375,-130.625,9.46,1.71
2016-01-02T12:00:00Z,0.0,52.375,-130.375,9.6,1.86
2016-01-02T12:00:00Z,0.0,52.375,-130.125,9.6,1.84
2016-01-02T12:00:00Z,0.0,52.375,-129.875,9.46,1.69
2016-01-02T12:00:00Z,0.0,52.375,-129.625,9.33,1.55
2016-01-02T12:00:00Z,0.0,52.375,-129.375,9.25,1.44
2016-01-02T12:00:00Z,0.0,52.375,-129.125,9.22,1.38
2016-01-02T12:00:00Z,0.0,52.625,-132.875,8.93,1.04
2016-01-02T12:00:00Z,0.0,52.625,-132.625,8.96,1.08
2016-01-02T12:00:00Z,0.0,52.625,-132.375,8.97,1.11
2016-01-02T12:00:00Z,0.0,52.625,-132.125,8.97,1.15
2016-01-02T12:00:00Z,0.0,52.625,-131.875,8.97,1.21
2016-01-02T12:00:00Z,0.0,52.625,-131.625,NaN,NaN
2016-01-02T12:00:00Z,0.0,52.625,-131.375,8.95,1.26
2016-01-02T12:00:00Z,0.0,52.625,-131.125,9.03,1.35
2016-01-02T12:00:00Z,0.0,52.625,-130.875,9.2,1.54
2016-01-02T12:00:00Z,0.0,52.625,-130.625,9.36,1.72
2016-01-02T12:00:00Z,0.0,52.625,-130.375,9.47,1.83
2016-01-02T12:00:00Z,0.0,52.625,-130.125,9.45,1.8
2016-01-02T12:00:00Z,0.0,52.625,-129.875,9.3,1.63
2016-01-02T12:00:00Z,0.0,52.625,-129.625,9.12,1.44
2016-01-02T12:00:00Z,0.0,52.625,-129.375,8.98,1.28
2016-01-02T12:00:00Z,0.0,52.625,-129.125,9.02,1.28
2016-01-02T12:00:00Z,0.0,52.875,-132.875,8.86,1.03
2016-01-02T12:00:00Z,0.0,52.875,-132.625,8.92,1.1
2016-01-02T12:00:00Z,0.0,52.875,-132.375,8.94,1.15
2016-01-02T12:00:00Z,0.0,52.875,-132.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,52.875,-131.875,NaN,NaN
2016-01-02T12:00:00Z,0.0,52.875,-131.625,NaN,NaN
2016-01-02T12:00:00Z,0.0,52.875,-131.375,8.74,1.16
2016-01-02T12:00:00Z,0.0,52.875,-131.125,8.85,1.28
2016-01-02T12:00:00Z,0.0,52.875,-130.875,9.04,1.49
2016-01-02T12:00:00Z,0.0,52.875,-130.625,9.21,1.68
2016-01-02T12:00:00Z,0.0,52.875,-130.375,9.29,1.76
2016-01-02T12:00:00Z,0.0,52.875,-130.125,9.26,1.72
2016-01-02T12:00:00Z,0.0,52.875,-129.875,9.11,1.55
2016-01-02T12:00:00Z,0.0,52.875,-129.625,8.91,1.33
2016-01-02T12:00:00Z,0.0,52.875,-129.375,8.74,1.14
2016-01-02T12:00:00Z,0.0,52.875,-129.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.125,-132.875,8.86,1.1
2016-01-02T12:00:00Z,0.0,53.125,-132.625,8.88,1.13
2016-01-02T12:00:00Z,0.0,53.125,-132.375,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.125,-132.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.125,-131.875,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.125,-131.625,8.43,0.9
2016-01-02T12:00:00Z,0.0,53.125,-131.375,8.63,1.14
2016-01-02T12:00:00Z,0.0,53.125,-131.125,8.76,1.3
2016-01-02T12:00:00Z,0.0,53.125,-130.875,8.88,1.45
2016-01-02T12:00:00Z,0.0,53.125,-130.625,9.03,1.62
2016-01-02T12:00:00Z,0.0,53.125,-130.375,9.13,1.71
2016-01-02T12:00:00Z,0.0,53.125,-130.125,9.14,1.7
2016-01-02T12:00:00Z,0.0,53.125,-129.875,9.0,1.54
2016-01-02T12:00:00Z,0.0,53.125,-129.625,8.78,1.3
2016-01-02T12:00:00Z,0.0,53.125,-129.375,8.63,1.14
2016-01-02T12:00:00Z,0.0,53.125,-129.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.375,-132.875,8.83,1.14
2016-01-02T12:00:00Z,0.0,53.375,-132.625,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.375,-132.375,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.375,-132.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.375,-131.875,8.25,0.76
2016-01-02T12:00:00Z,0.0,53.375,-131.625,8.38,0.95
2016-01-02T12:00:00Z,0.0,53.375,-131.375,8.54,1.16
2016-01-02T12:00:00Z,0.0,53.375,-131.125,8.67,1.32
2016-01-02T12:00:00Z,0.0,53.375,-130.875,8.78,1.45
2016-01-02T12:00:00Z,0.0,53.375,-130.625,8.88,1.57
2016-01-02T12:00:00Z,0.0,53.375,-130.375,8.95,1.64
2016-01-02T12:00:00Z,0.0,53.375,-130.125,9.06,1.73
2016-01-02T12:00:00Z,0.0,53.375,-129.875,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.375,-129.625,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.375,-129.375,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.375,-129.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.625,-132.875,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.625,-132.625,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.625,-132.375,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.625,-132.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.625,-131.875,8.26,0.85
2016-01-02T12:00:00Z,0.0,53.625,-131.625,8.34,1.01
2016-01-02T12:00:00Z,0.0,53.625,-131.375,8.47,1.19
2016-01-02T12:00:00Z,0.0,53.625,-131.125,8.57,1.31
2016-01-02T12:00:00Z,0.0,53.625,-130.875,8.64,1.4
2016-01-02T12:00:00Z,0.0,53.625,-130.625,8.66,1.45
2016-01-02T12:00:00Z,0.0,53.625,-130.375,8.68,1.47
2016-01-02T12:00:00Z,0.0,53.625,-130.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.625,-129.875,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.625,-129.625,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.625,-129.375,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.625,-129.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.875,-132.875,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.875,-132.625,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.875,-132.375,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.875,-132.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.875,-131.875,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.875,-131.625,8.28,1.03
2016-01-02T12:00:00Z,0.0,53.875,-131.375,8.39,1.2
2016-01-02T12:00:00Z,0.0,53.875,-131.125,8.5,1.33
2016-01-02T12:00:00Z,0.0,53.875,-130.875,8.55,1.4
2016-01-02T12:00:00Z,0.0,53.875,-130.625,8.53,1.41
2016-01-02T12:00:00Z,0.0,53.875,-130.375,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.875,-130.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.875,-129.875,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.875,-129.625,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.875,-129.375,NaN,NaN
2016-01-02T12:00:00Z,0.0,53.875,-129.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,54.125,-132.875,8.08,0.58
2016-01-02T12:00:00Z,0.0,54.125,-132.625,7.77,0.29
2016-01-02T12:00:00Z,0.0,54.125,-132.375,7.74,0.31
2016-01-02T12:00:00Z,0.0,54.125,-132.125,7.89,0.55
2016-01-02T12:00:00Z,0.0,54.125,-131.875,8.05,0.79
2016-01-02T12:00:00Z,0.0,54.125,-131.625,8.2,1.03
2016-01-02T12:00:00Z,0.0,54.125,-131.375,8.31,1.2
2016-01-02T12:00:00Z,0.0,54.125,-131.125,8.4,1.31
2016-01-02T12:00:00Z,0.0,54.125,-130.875,8.43,1.36
2016-01-02T12:00:00Z,0.0,54.125,-130.625,8.37,1.33
2016-01-02T12:00:00Z,0.0,54.125,-130.375,8.31,1.28
2016-01-02T12:00:00Z,0.0,54.125,-130.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,54.125,-129.875,NaN,NaN
2016-01-02T12:00:00Z,0.0,54.125,-129.625,NaN,NaN
2016-01-02T12:00:00Z,0.0,54.125,-129.375,NaN,NaN
2016-01-02T12:00:00Z,0.0,54.125,-129.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,54.375,-132.875,8.01,0.57
2016-01-02T12:00:00Z,0.0,54.375,-132.625,7.72,0.31
2016-01-02T12:00:00Z,0.0,54.375,-132.375,7.72,0.36
2016-01-02T12:00:00Z,0.0,54.375,-132.125,7.85,0.59
2016-01-02T12:00:00Z,0.0,54.375,-131.875,7.98,0.8
2016-01-02T12:00:00Z,0.0,54.375,-131.625,8.08,0.99
2016-01-02T12:00:00Z,0.0,54.375,-131.375,8.13,1.11
2016-01-02T12:00:00Z,0.0,54.375,-131.125,8.17,1.16
2016-01-02T12:00:00Z,0.0,54.375,-130.875,8.16,1.18
2016-01-02T12:00:00Z,0.0,54.375,-130.625,8.1,1.14
2016-01-02T12:00:00Z,0.0,54.375,-130.375,NaN,NaN
2016-01-02T12:00:00Z,0.0,54.375,-130.125,NaN,NaN
2016-01-02T12:00:00Z,0.0,54.375,-129.875,NaN,NaN
2016-01-02T12:00:00Z,0.0,54.375,-129.625,NaN,NaN
2016-01-02T12:00:00Z,0.0,54.375,-129.375,NaN,NaN
2016-01-02T12:00:00Z,0.0,54.375,-129.125,NaN,NaN
2016-01-03T12:00:00Z,0.0,51.625,-132.875,8.75,0.64
2016-01-03T12:00:00Z,0.0,51.625,-132.625,8.8,0.67
