time,zlev,latitude,longitude,sst,anom
UTC,m,degrees_north,degrees_east,degree_C,degree_C
2022-01-01T12:00:00Z,0.0,52.375,-131.125,7.59,-0.2
2022-01-01T12:00:00Z,0.0,52.375,-130.875,7.68,-0.1
2022-01-01T12:00:00Z,0.0,52.375,-130.625,7.82,0.05
2022-01-01T12:00:00Z,0.0,52.375,-130.375,7.89,0.13
2022-01-01T12:00:00Z,0.0,52.375,-130.125,7.87,0.1
2022-01-01T12:00:00Z,0.0,52.375,-129.875,7.72,-0.06
2022-01-01T12:00:00Z,0.0,52.375,-129.625,7.5,-0.3
2022-01-01T12:00:00Z,0.0,52.375,-129.375,7.14,-0.68
2022-01-01T12:00:00Z,0.0,52.375,-129.125,6.9,-0.96
2022-01-01T12:00:00Z,0.0,52.625,-132.875,6.94,-0.97
2022-01-01T12:00:00Z,0.0,52.625,-132.625,7.09,-0.82
2022-01-01T12:00:00Z,0.0,52.625,-132.375,7.31,-0.57
2022-01-01T12:00:00Z,0.0,52.625,-132.125,7.54,-0.29
2022-01-01T12:00:00Z,0.0,52.625,-131.875,7.67,-0.12
2022-01-01T12:00:00Z,0.0,52.625,-131.625,NaN,NaN
2022-01-01T12:00:00Z,0.0,52.625,-131.375,7.49,-0.22
2022-01-01T12:00:00Z,0.0,52.625,-131.125,7.54,-0.15
2022-01-01T12:00:00Z,0.0,52.625,-130.875,7.66,-0.01
2022-01-01T12:00:00Z,0.0,52.625,-130.625,7.77,0.12
2022-01-01T12:00:00Z,0.0,52.625,-130.375,7.79,0.14
2022-01-01T12:00:00Z,0.0,52.625,-130.125,7.72,0.05
2022-01-01T12:00:00Z,0.0,52.625,-129.875,7.55,-0.13
2022-01-01T12:00:00Z,0.0,52.625,-129.625,7.31,-0.38
2022-01-01T12:00:00Z,0.0,52.625,-129.375,7.01,-0.71
2022-01-01T12:00:00Z,0.0,52.625,-129.125,6.83,-0.92
2022-01-01T12:00:00Z,0.0,52.875,-132.875,7.26,-0.59
2022-01-01T12:00:00Z,0.0,52.875,-132.625,7.41,-0.43
2022-01-01T12:00:00Z,0.0,52.875,-132.375,7.5,-0.31
2022-01-01T12:00:00Z,0.0,52.875,-132.125,NaN,NaN
2022-01-01T12:00:00Z,0.0,52.875,-131.875,NaN,NaN
2022-01-01T12:00:00Z,0.0,52.875,-131.625,NaN,NaN
2022-01-01T12:00:00Z,0.0,52.875,-131.375,7.32,-0.28
2022-01-01T12:00:00Z,0.0,52.875,-131.125,7.5,-0.08
2022-01-01T12:00:00Z,0.0,52.875,-130.875,7.61,0.05
2022-01-01T12:00:00Z,0.0,52.875,-130.625,7.63,0.09
2022-01-01T12:00:00Z,0.0,52.875,-130.375,7.55,0.01
2022-01-01T12:00:00Z,0.0,52.875,-130.125,7.42,-0.14
2022-01-01T12:00:00Z,0.0,52.875,-129.875,7.28,-0.3
2022-01-01T12:00:00Z,0.0,52.875,-129.625,7.08,-0.52
2022-01-01T12:00:00Z,0.0,52.875,-129.375,6.9,-0.71
2022-01-01T12:00:00Z,0.0,52.875,-129.125,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.125,-132.875,7.53,-0.25
2022-01-01T12:00:00Z,0.0,53.125,-132.625,7.52,-0.24
2022-01-01T12:00:00Z,0.0,53.125,-132.375,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.125,-132.125,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.125,-131.875,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.125,-131.625,6.23,-1.32
2022-01-01T12:00:00Z,0.0,53.125,-131.375,6.86,-0.64
2022-01-01T12:00:00Z,0.0,53.125,-131.125,7.32,-0.15
2022-01-01T12:00:00Z,0.0,53.125,-130.875,7.51,0.06
2022-01-01T12:00:00Z,0.0,53.125,-130.625,7.43,0.0
2022-01-01T12:00:00Z,0.0,53.125,-130.375,7.22,-0.21
2022-01-01T12:00:00Z,0.0,53.125,-130.125,7.07,-0.38
2022-01-01T12:00:00Z,0.0,53.125,-129.875,6.98,-0.49
2022-01-01T12:00:00Z,0.0,53.125,-129.625,6.89,-0.6
2022-01-01T12:00:00Z,0.0,53.125,-129.375,6.79,-0.71
2022-01-01T12:00:00Z,0.0,53.125,-129.125,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.375,-132.875,7.61,-0.11
2022-01-01T12:00:00Z,0.0,53.375,-132.625,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.375,-132.375,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.375,-132.125,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.375,-131.875,4.97,-2.54
2022-01-01T12:00:00Z,0.0,53.375,-131.625,5.57,-1.87
2022-01-01T12:00:00Z,0.0,53.375,-131.375,6.38,-1.01
2022-01-01T12:00:00Z,0.0,53.375,-131.125,7.04,-0.33
2022-01-01T12:00:00Z,0.0,53.375,-130.875,7.33,-0.01
2022-01-01T12:00:00Z,0.0,53.375,-130.625,7.24,-0.08
2022-01-01T12:00:00Z,0.0,53.375,-130.375,6.95,-0.37
2022-01-01T12:00:00Z,0.0,53.375,-130.125,6.78,-0.56
2022-01-01T12:00:00Z,0.0,53.375,-129.875,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.375,-129.625,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.375,-129.375,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.375,-129.125,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.625,-132.875,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.625,-132.625,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.625,-132.375,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.625,-132.125,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.625,-131.875,4.75,-2.67
2022-01-01T12:00:00Z,0.0,53.625,-131.625,5.26,-2.1
2022-01-01T12:00:00Z,0.0,53.625,-131.375,6.0,-1.3
2022-01-01T12:00:00Z,0.0,53.625,-131.125,6.72,-0.55
2022-01-01T12:00:00Z,0.0,53.625,-130.875,7.15,-0.1
2022-01-01T12:00:00Z,0.0,53.625,-130.625,7.12,-0.1
2022-01-01T12:00:00Z,0.0,53.625,-130.375,6.87,-0.35
2022-01-01T12:00:00Z,0.0,53.625,-130.125,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.625,-129.875,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.625,-129.625,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.625,-129.375,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.625,-129.125,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.875,-132.875,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.875,-132.625,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.875,-132.375,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.875,-132.125,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.875,-131.875,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.875,-131.625,5.45,-1.82
2022-01-01T12:00:00Z,0.0,53.875,-131.375,5.97,-1.24
2022-01-01T12:00:00Z,0.0,53.875,-131.125,6.6,-0.59
2022-01-01T12:00:00Z,0.0,53.875,-130.875,7.0,-0.17
2022-01-01T12:00:00Z,0.0,53.875,-130.625,7.06,-0.08
2022-01-01T12:00:00Z,0.0,53.875,-130.375,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.875,-130.125,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.875,-129.875,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.875,-129.625,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.875,-129.375,NaN,NaN
2022-01-01T12:00:00Z,0.0,53.875,-129.125,NaN,NaN
2022-01-01T12:00:00Z,0.0,54.125,-132.875,6.6,-0.92
2022-01-01T12:00:00Z,0.0,54.125,-132.625,6.34,-1.15
2022-01-01T12:00:00Z,0.0,54.125,-132.375,6.09,-1.36
2022-01-01T12:00:00Z,0.0,54.125,-132.125,5.95,-1.4
2022-01-01T12:00:00Z,0.0,54.125,-131.875,5.91,-1.36
2022-01-01T12:00:00Z,0.0,54.125,-131.625,5.9,-1.28
2022-01-01T12:00:00Z,0.0,54.125,-131.375,6.24,-0.89
2022-01-01T12:00:00Z,0.0,54.125,-131.125,6.6,-0.5
2022-01-01T12:00:00Z,0.0,54.125,-130.875,6.85,-0.23
2022-01-01T12:00:00Z,0.0,54.125,-130.625,6.92,-0.14
